,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,defending,passing,physic,attacking_volleys,skill_long_passing,movement_agility,power_shot_power,power_jumping,power_strength,mentality_aggression,mentality_interceptions,defending_standing_tackle,defending_sliding_tackle,height_cm
7156,O. Popescu,"CDM, RB, CM",68,70,1300000.0,6000.0,27,2022.0,66,62,81,48,66,70,72,80,78,76,64,65,63,181
853,Y. Fofana,"CM, CDM",78,83,21500000.0,43000.0,22,2024.0,74,74,78,46,77,72,76,62,76,77,79,79,69,176
7064,R. Lundqvist,"CM, CAM, CDM",68,73,1800000.0,500.0,24,2024.0,57,69,63,55,67,70,75,56,64,53,65,61,50,178
18273,M. Marshall,"CM, CDM",54,69,250000.0,850.0,18,2023.0,47,54,50,48,55,73,55,44,40,64,49,51,48,175
13931,S. Pedroza,"CDM, CM",62,74,925000.0,600.0,22,2024.0,56,61,59,41,62,73,56,62,56,55,60,61,47,176
10932,J. Aude,"LB, CDM",65,82,1700000.0,1000.0,18,2023.0,59,59,64,39,63,77,57,59,59,64,60,63,65,180
14037,P. Álvarez,CDM,62,72,825000.0,500.0,20,2022.0,54,52,68,32,53,58,25,54,67,61,58,54,52,172
4568,J. Martínez,"CDM, RB",71,74,2200000.0,5000.0,26,2022.0,70,59,79,34,65,70,59,72,78,84,70,72,69,176
13831,I. Twum,"CM, CDM",62,71,875000.0,850.0,23,2022.0,55,60,64,56,60,77,58,74,58,64,58,53,49,175
12495,Y. Pambou,"CM, CDM",63,67,675000.0,2000.0,25,2023.0,60,60,61,35,64,86,58,61,57,62,64,60,54,171
366,Juiano Mestres,"CB, CDM",81,81,25000000.0,41000.0,25,2024.0,82,57,80,63,58,61,74,91,79,86,82,85,84,181
8660,A. Kadri,"CM, CDM",67,76,2300000.0,4000.0,21,2026.0,58,67,53,56,68,77,71,69,39,69,61,62,56,170
11643,M. Akoto,"CB, RB, CDM",64,71,1100000.0,3000.0,24,2023.0,62,48,72,26,48,64,54,76,76,68,59,64,63,188
5868,Auro,"RB, LB, CDM",69,71,1600000.0,4000.0,25,2021.0,64,65,63,36,63,83,72,59,56,64,65,68,67,168
12089,V. Sourlis,"CM, CDM, CAM",64,82,1500000.0,500.0,18,2024.0,57,62,63,55,62,60,60,56,62,57,62,58,56,184
8651,R. Rios,CDM,67,76,2200000.0,3000.0,21,2025.0,64,65,67,43,70,60,63,49,68,75,59,70,67,185
12676,H. Martínez,"CB, CDM",63,74,1000000.0,600.0,23,2021.0,63,51,67,25,62,65,51,70,64,69,63,61,65,185
12635,J. Grant,"CDM, CM",63,68,675000.0,2000.0,22,2023.0,60,56,74,34,61,58,56,74,76,64,61,61,59,183
11810,M. Boudjemaa,"CDM, CM",64,74,1200000.0,3000.0,23,2023.0,61,59,67,33,69,75,52,67,66,67,61,63,67,182
8648,Álex Petxa,"RB, CDM",67,74,1900000.0,7000.0,24,2024.0,62,65,67,34,62,74,64,65,62,63,58,65,64,178
11749,E. Galbraith,"CDM, CM",64,81,1500000.0,13000.0,20,2022.0,60,61,57,54,68,78,68,57,51,63,60,62,60,175
12225,Javi Serrano,CDM,64,82,1400000.0,3000.0,18,2026.0,59,60,63,40,68,64,56,67,62,71,63,60,62,175
277,T. Ndombele,"CAM, CM, CDM",82,87,46000000.0,95000.0,24,2024.0,69,81,72,62,81,84,80,60,74,73,72,74,69,179
6009,Y. Ideguchi,"CM, CDM",69,73,2000000.0,6000.0,24,2022.0,63,67,73,43,70,63,72,71,66,72,68,67,64,171
6029,S. Inagaki,"CDM, CM",69,69,1200000.0,3000.0,29,2022.0,64,66,73,61,66,70,68,37,72,63,68,64,55,175
12378,Kim Won Sik,"CDM, CB",63,63,400000.0,1000.0,29,2022.0,62,52,76,41,55,73,52,79,79,65,65,65,64,185
12308,F. Përdedaj,"CDM, CM, RB",63,63,400000.0,2000.0,29,2023.0,59,59,75,47,57,74,57,82,67,83,59,61,62,173
12284,Zé Eduardo,"CM, CDM",63,63,475000.0,1000.0,29,2021.0,50,63,76,43,68,69,63,69,84,70,49,50,45,186
6100,K. Baccus,"CDM, CM",69,72,1700000.0,4000.0,23,2022.0,66,60,68,40,64,84,68,56,59,73,70,70,66,176
11717,L. D'Arrigo,"CDM, CM",64,76,1300000.0,650.0,19,2023.0,61,61,61,40,64,78,49,57,59,56,65,63,61,176
419,Bartra,"CB, CDM",80,80,17500000.0,28000.0,30,2023.0,80,72,74,43,79,71,73,88,74,77,83,80,81,184
11503,C. Lewis,"CM, CAM, CDM",64,69,875000.0,1000.0,24,2023.0,56,67,68,53,67,77,63,69,68,64,58,55,58,173
8627,A. Mulet,"CM, CDM",67,75,2300000.0,4000.0,21,2023.0,61,65,71,41,73,71,59,82,66,68,52,68,69,179
5219,T. Halilović,"CM, CDM",70,73,2100000.0,6000.0,26,2024.0,62,67,70,49,70,71,57,59,66,72,59,69,54,176
5234,F. Beltrán,"CDM, CM",70,77,3000000.0,19000.0,23,2024.0,65,69,53,52,75,75,62,48,45,57,67,67,65,163
11984,Pepe Sánchez,"RB, CB, CDM",64,77,1400000.0,3000.0,21,2022.0,62,57,65,40,63,61,71,69,67,64,60,65,64,183
13256,L. Bate,"CM, CDM",63,83,1300000.0,5000.0,18,2024.0,54,66,57,45,69,76,57,49,53,58,53,57,56,172
649,L. Martínez,"CB, LB, CDM",79,85,25000000.0,16000.0,23,2023.0,79,73,80,52,79,72,68,88,76,84,79,81,76,178
5211,S. Vasiliadis,"CM, CDM",70,75,2400000.0,12000.0,23,2024.0,64,66,73,42,68,78,68,66,68,75,63,70,63,175
6300,T. Krauß,"CDM, CM",69,79,2900000.0,18000.0,20,2022.0,66,63,71,62,68,67,72,73,64,76,66,70,64,182
5038,M. Wanitzek,"CM, CDM",70,70,1600000.0,10000.0,28,2024.0,53,73,66,50,70,78,69,64,62,52,62,58,51,179
18473,A. Crivac,"CDM, CM",53,69,230000.0,600.0,19,2023.0,53,47,51,53,48,67,54,66,55,28,53,55,51,179
628,Melvin Parrela,CDM,79,79,18500000.0,15000.0,21,2024.0,80,70,83,67,72,67,75,71,82,84,72,84,77,188
6262,Javi Mier,"CM, CDM, ST",69,78,3100000.0,5000.0,22,2023.0,66,69,67,68,68,74,67,75,63,71,67,65,65,176
11468,B. Stevenson,"CDM, CM",64,70,850000.0,4000.0,24,2023.0,59,65,66,53,64,72,64,54,62,66,58,61,57,182
12786,A. Collins,"CDM, CM",63,74,1000000.0,2000.0,21,2022.0,58,60,66,45,63,80,60,83,58,50,60,61,57,175
8615,F. Pizzichillo,"RB, CDM, CM",67,72,1400000.0,500.0,25,2021.0,64,50,55,23,41,70,22,57,50,47,65,64,61,177
12741,L. Jensen,"CM, CDM",63,69,750000.0,3000.0,24,2023.0,50,61,54,62,59,77,66,66,47,39,49,54,36,175
6784,J. Andersen,"CM, CDM",68,68,1200000.0,3000.0,28,2023.0,61,65,81,59,68,66,68,72,77,87,67,62,60,178
6281,K. Maradishvili,"CDM, CM, RB",69,77,3000000.0,13000.0,21,2026.0,68,65,59,43,68,66,70,56,50,73,71,70,68,179
6833,K. Dempsey,"CM, CDM",68,71,1600000.0,5000.0,25,2022.0,60,65,70,47,68,69,62,77,62,63,63,62,59,178
12927,P. Cárdenas,"CDM, CM, RB",63,73,1000000.0,550.0,21,2022.0,61,58,64,29,59,65,55,62,62,59,60,64,63,177
3685,A. Tanaka,"CDM, CM",72,78,3500000.0,8000.0,22,2022.0,68,69,70,56,73,84,71,63,67,71,67,73,67,177
15123,Fromsa,"CB, CDM",61,71,675000.0,950.0,20,2022.0,61,46,60,35,56,50,46,64,62,60,54,67,61,186
8234,K. Nwakali,"CM, CDM",67,76,2300000.0,4000.0,23,2022.0,54,63,61,52,72,74,54,52,65,43,62,65,53,180
2762,É. Gutiérrez,"CM, CDM",73,76,4000000.0,14000.0,26,2023.0,63,73,64,65,73,72,76,46,63,58,65,66,60,178
9389,B. Henning,"CM, CDM",66,68,1100000.0,2000.0,26,2023.0,60,59,68,48,63,83,58,85,56,74,62,64,67,173
1491,Ó. Trejo,"CDM, CAM, CM",75,75,2800000.0,18000.0,33,2023.0,69,75,77,72,75,91,75,66,75,70,72,68,67,180
15227,Pei Shuai,"CB, CDM, CM",60,60,210000.0,2000.0,28,2022.0,58,53,67,32,51,63,62,62,70,64,53,62,60,185
1827,Emilio Piodão,"CDM, CM",75,75,4800000.0,13000.0,29,2024.0,74,69,76,60,77,74,73,90,71,81,76,76,68,177
2786,D. Toköz,"CDM, CM, RB",73,78,4100000.0,19000.0,25,2024.0,71,69,72,59,70,70,77,67,74,75,73,71,75,180
16220,S. Faqihi,"RB, CDM",59,61,250000.0,3000.0,26,2022.0,56,48,61,38,48,59,55,59,60,60,55,58,61,175
10549,J. Doyle-Hayes,"CDM, CM",65,70,1000000.0,2000.0,22,2023.0,61,62,65,46,64,73,64,57,63,60,63,64,62,175
8215,N. Nartey,"CM, CDM, LWB",67,78,2300000.0,7000.0,21,2023.0,62,65,70,32,64,76,51,74,69,67,59,65,59,185
14892,J. Montaño,"CDM, RM",61,71,700000.0,500.0,22,2025.0,58,58,59,32,58,68,36,55,60,61,58,65,61,180
14872,D. Ventúra,"CDM, CM",61,66,450000.0,1000.0,25,2023.0,60,60,60,45,61,68,63,72,56,62,57,62,58,179
17837,Jiang Shenglong,"CB, CDM, CM",55,67,275000.0,1000.0,20,2024.0,52,50,69,33,55,62,46,63,73,61,51,51,52,193
7410,A. Onana,"CDM, CM",68,83,2700000.0,6000.0,19,2026.0,66,61,74,45,69,64,59,68,79,70,65,68,71,195
2661,J. Vigón,"CM, CDM",73,73,3000000.0,36000.0,29,2025.0,68,69,80,46,72,60,68,70,74,84,72,73,63,175
10518,S. Bösel,"RB, CDM",65,67,800000.0,2000.0,26,2022.0,58,59,70,45,62,77,60,84,61,76,61,62,58,180
14961,T. Akinola,"CDM, CM",61,78,825000.0,7000.0,20,2022.0,58,55,65,44,61,67,60,53,62,67,53,63,68,177
10202,B. Close,CDM,65,71,1000000.0,3000.0,24,2024.0,61,63,63,69,67,73,64,64,61,53,61,62,59,175
3215,Pelé,"CDM, CM",72,72,2000000.0,30000.0,29,2023.0,70,65,79,58,74,67,73,71,80,77,67,72,66,182
7786,Jefferson,"CM, CDM, RB",67,68,1200000.0,5000.0,27,2022.0,59,65,70,36,69,63,70,51,74,67,64,65,60,181
15960,Qian Jiegei,"CM, CDM",59,59,220000.0,3000.0,29,2022.0,58,56,67,42,60,72,49,54,62,62,55,62,57,178
17474,Cong Zhen,"CM, CDM",56,62,220000.0,2000.0,24,2021.0,51,54,66,47,55,73,60,51,68,57,50,53,47,180
1691,J. Lerma,"CDM, CM",75,77,6000000.0,30000.0,26,2023.0,72,70,81,56,74,74,79,87,78,88,72,73,75,179
1679,M. Lemina,"CM, CDM",75,75,6000000.0,29000.0,27,2024.0,72,73,75,68,73,70,80,55,78,72,73,74,70,184
15864,K. Roukounakis,"CM, CDM",60,75,575000.0,500.0,19,2026.0,47,59,58,39,65,66,60,61,55,48,49,49,58,183
10246,W. Parra,"CDM, CM",65,70,950000.0,600.0,26,2026.0,64,56,66,39,58,83,57,61,59,59,64,69,66,177
7850,M. Perez,"CDM, CM",67,67,850000.0,2000.0,30,2023.0,63,64,73,47,65,81,59,64,76,68,67,65,59,182
10313,H. Alpsoy,"CDM, CAM, CM",65,73,1500000.0,4000.0,24,2023.0,62,61,66,41,65,67,72,57,68,71,65,63,56,185
16094,O. Ünlüçifçi,"CM, CDM",59,65,350000.0,700.0,24,2022.0,34,59,56,42,60,79,48,73,54,33,35,35,34,178
1799,C. Roldan,"CDM, RM",75,78,6500000.0,8000.0,26,2022.0,70,70,79,49,73,77,76,89,72,78,69,71,71,173
3455,M. Sobottka,"CDM, CM",72,73,2400000.0,16000.0,27,2022.0,71,63,74,51,67,65,62,72,74,72,71,73,71,185
10346,C. Cermeño,CDM,65,70,950000.0,500.0,25,2022.0,62,65,65,48,64,68,55,61,67,67,62,64,63,176
16129,S. Väänänen,"CM, CDM",59,74,525000.0,500.0,19,2022.0,55,54,66,39,57,75,56,66,61,77,56,59,56,177
2884,Luis Couprins,CDM,73,73,3200000.0,9000.0,21,2024.0,74,66,69,63,75,79,80,66,62,79,77,71,63,177
10254,A. Diop,"CM, CDM",65,65,700000.0,1000.0,29,2022.0,63,61,71,59,61,57,67,35,71,68,68,65,61,196
9540,G. Haag,"CDM, CM, CB",66,77,1800000.0,2000.0,21,2023.0,63,56,72,33,59,70,37,67,70,73,66,65,59,185
10055,G. Zhukov,"CM, CDM",65,67,875000.0,2000.0,26,2022.0,58,63,69,49,64,78,60,73,68,52,63,58,61,172
10599,A. Aremu,"CDM, CM",65,77,1700000.0,3000.0,21,2023.0,65,54,74,54,51,70,60,71,73,77,64,65,66,181
18083,J. Chorushij,"CM, CDM, CAM",55,71,325000.0,500.0,18,2022.0,50,50,50,40,58,88,49,62,42,53,49,52,46,172
2331,M. Rog,"CM, CDM",74,76,5500000.0,26000.0,25,2024.0,63,73,69,65,78,62,70,43,67,74,58,70,66,180
10739,A. Rus,"CB, CDM",65,72,2850451.813201148,9017.989362811555,25,2031.0,64,53,71,38,57,65,56,65,76,69,63,64,65,183
1191,K. Vogt,"CB, CDM",76,76,6500000.0,31000.0,29,2022.0,77,72,75,51,85,54,76,57,83,69,80,77,76,194
4423,M. Kaye,"CM, CDM",71,74,2400000.0,6000.0,26,2022.0,68,66,75,44,71,71,62,69,72,72,67,71,64,186
8072,T. Aoki,"CDM, CM",67,67,725000.0,4000.0,31,2022.0,65,63,73,48,67,67,66,67,75,66,65,65,61,179
16754,I. Kaczmarski,"CDM, CM",58,79,600000.0,500.0,17,2023.0,51,54,70,37,54,77,52,79,66,67,55,52,47,183
14472,B. Héry,"CAM, CM, CDM",61,61,325000.0,700.0,29,2021.0,50,58,65,48,61,78,58,72,65,55,47,55,52,175
7273,H. Massengo,"CDM, CM",68,81,2700000.0,7000.0,19,2023.0,66,63,64,39,70,83,58,61,61,65,70,66,65,175
17016,Gao Jiarun,"CB, CDM, CM",57,58,170000.0,2000.0,26,2021.0,56,47,68,30,50,63,50,65,72,59,63,50,49,184
10761,A. Șut,"CDM, CM",65,72,1400000.0,4000.0,22,2023.0,61,61,72,39,59,68,71,64,71,65,63,64,61,186
2029,V. Berisha,"CM, CDM",74,74,4200000.0,23000.0,28,2024.0,58,71,77,68,72,82,76,80,71,81,57,58,54,176
17917,S. Bowen,"CDM, CM",55,72,325000.0,3000.0,20,2023.0,49,55,57,39,58,70,50,48,60,48,50,49,48,178
2114,A. Duncan,"CM, CDM",74,74,4200000.0,42000.0,28,2022.0,74,71,75,58,74,71,83,78,69,86,74,78,76,178
14687,T. Gundelund,"RB, CDM",61,71,675000.0,1000.0,19,2023.0,55,55,60,35,61,68,42,71,59,44,56,57,49,180
8025,J. Thompson,"CM, CDM",67,72,1500000.0,9000.0,24,2022.0,58,65,64,42,70,78,59,61,62,65,62,60,57,175
2181,R. Thomas,"CM, CAM, CDM",74,76,5000000.0,16000.0,26,2022.0,61,73,68,61,76,76,70,79,60,73,74,58,59,174
5886,R. Kongolo,"CDM, CM",69,75,2000000.0,4000.0,23,2022.0,66,59,78,40,66,67,67,57,81,74,65,70,68,187
2221,L. Villarruel,"CDM, CM",74,74,3500000.0,1000.0,30,2022.0,71,68,73,47,70,74,65,66,72,72,74,74,73,173
18873,Gao Haisheng,"CAM, CM, CDM",51,53,80000.0,3000.0,24,2021.0,36,47,58,43,48,78,50,53,65,42,25,33,37,183
16132,N. Okello,"CDM, CM, CAM",59,71,525000.0,900.0,20,2021.0,55,53,70,35,60,50,51,55,76,66,54,55,53,193
1910,Murilo,"CB, CDM",75,80,7500000.0,33000.0,24,2023.0,76,52,78,26,64,58,60,73,80,76,74,77,75,188
2688,W. Cyprien,"CM, CDM",73,74,3600000.0,25000.0,26,2022.0,73,73,73,64,72,78,76,80,75,74,73,77,68,181
161,Allan,"CDM, CM",83,83,30500000.0,100000.0,30,2023.0,80,77,79,56,80,78,73,64,70,89,78,87,82,175
149,Paulinho,"CM, CAM, CDM",83,83,28500000.0,61000.0,32,2024.0,80,77,85,75,76,72,83,92,82,81,80,79,75,183
16541,J. Thomson,"CDM, CAM, CM",58,65,375000.0,500.0,24,2021.0,52,56,64,57,55,67,59,58,61,59,52,53,53,178
16398,N. Păun,"CDM, CB, CM",59,68,475000.0,2000.0,22,2023.0,60,51,57,20,55,67,56,58,58,66,61,61,56,181
1888,M. Aebischer,"CM, CDM",75,80,8500000.0,15000.0,24,2022.0,65,75,75,48,79,75,68,68,72,65,69,64,61,183
12220,L. Hartjes,"CDM, CM",64,80,1400000.0,700.0,18,2023.0,60,63,59,44,68,78,51,61,56,62,53,66,68,170
6187,E. Kayembe,"CDM, CM",69,77,2900000.0,5000.0,23,2023.0,66,64,78,56,64,63,73,80,79,71,68,67,65,181
16121,J. Skotadis,"CM, CDM",59,65,350000.0,500.0,21,2022.0,52,56,59,36,60,66,56,36,55,64,62,55,48,178
5961,Charles de Breito,"CM, CDM",69,69,850000.0,8000.0,33,2024.0,65,68,82,31,69,71,63,71,84,72,61,68,66,170
12020,M. Caicedo,"CM, CDM",64,79,1400000.0,7000.0,19,2022.0,56,60,60,40,64,67,56,59,59,58,60,60,54,178
2268,Edercinho Sepa,CDM,74,74,4400000.0,16000.0,21,2024.0,74,65,71,71,77,68,82,72,70,66,66,76,68,179
17271,N. May,"LB, CDM",57,69,375000.0,550.0,19,2022.0,53,49,57,41,49,67,50,62,59,47,55,57,50,182
12085,A. Barry,"CB, CDM, RB",64,72,1200000.0,4000.0,21,2022.0,65,31,69,31,30,60,33,82,76,54,63,70,68,185
6257,F. Navarro,"CDM, CM",69,81,3200000.0,3000.0,21,2021.0,67,63,58,41,59,77,60,65,43,81,71,75,71,170
12667,R. Oaidă,"CM, CDM",63,69,750000.0,3000.0,23,2024.0,61,63,70,50,64,77,68,56,67,75,61,63,62,182
4945,M. Kanno,"CM, CDM",70,73,2100000.0,20000.0,26,2022.0,67,68,75,56,70,73,76,65,76,68,66,69,62,191
859,E. Camavinga,"CM, CDM",78,89,29500000.0,44000.0,18,2027.0,75,76,77,59,77,80,72,70,76,77,76,78,76,182
1180,A. Dzagoev,"CM, CDM, CAM",76,76,6000000.0,40000.0,31,2023.0,70,74,67,72,72,73,76,73,66,69,71,71,70,179
13688,F. Arkenberg,"CB, CDM, RB",62,65,475000.0,500.0,25,2022.0,61,50,69,24,51,63,46,80,71,60,58,65,64,185
845,Luis Milla,"CDM, CM, CAM",78,82,17500000.0,24000.0,26,2024.0,74,76,75,51,75,72,76,71,72,72,78,77,73,175
13572,Fan Yunlong,"CM, CDM, LM",62,62,325000.0,3000.0,32,2023.0,53,64,70,45,63,77,53,67,75,67,53,61,47,180
1325,M. Normann,"CDM, CM",76,82,10500000.0,30000.0,25,2024.0,71,72,81,49,76,74,73,78,82,75,75,73,68,179
5121,T. Kida,"CDM, CM",70,72,1800000.0,7000.0,26,2022.0,63,61,69,31,65,79,49,88,52,76,66,63,58,170
17732,A. Okyere,"CM, CDM",56,71,325000.0,700.0,18,2023.0,48,52,57,40,53,63,54,59,58,55,46,54,51,180
761,Thiago Mendes,"CDM, CM",78,78,12000000.0,57000.0,29,2023.0,74,76,75,60,82,77,78,71,73,77,79,75,73,177
1287,R. Bazoer,"CB, CDM",76,80,9500000.0,14000.0,24,2022.0,74,77,75,68,84,73,77,75,78,67,77,74,72,184
3969,T. Xhaka,CDM,71,71,1600000.0,9000.0,30,2024.0,67,67,80,52,68,68,73,72,75,89,69,67,71,172
13984,J. Eccles,"CDM, CM, RWB",62,75,925000.0,3000.0,21,2023.0,57,60,65,46,60,75,52,58,64,67,54,62,59,181
13950,O. Perianu,"CDM, CM",62,78,975000.0,1000.0,19,2022.0,59,51,68,41,56,77,55,56,67,67,59,64,58,180
1112,L. Romo,"CDM, CB, CM",77,82,14000000.0,53000.0,26,2022.0,75,65,85,29,77,58,73,88,90,76,76,77,73,182
14040,S. Robertson,"CDM, CM",62,77,900000.0,4000.0,19,2022.0,57,60,59,30,62,73,47,57,50,72,55,62,59,172
4265,M. Tirpan,"RB, CDM",71,72,2000000.0,8000.0,27,2024.0,71,65,67,50,65,75,60,72,60,76,74,70,71,177
4807,R. Woods,"CDM, CM",70,72,1700000.0,12000.0,27,2024.0,63,68,69,57,77,87,58,81,57,71,65,65,63,173
13825,O. Macías,"CM, CDM",62,69,800000.0,7000.0,22,2022.0,52,62,61,46,64,70,64,65,62,51,39,59,57,177
1633,A. Ring,"CDM, CM",75,75,4700000.0,8000.0,30,2022.0,71,69,77,66,70,76,73,81,74,82,75,75,69,175
12850,M. Radecki,"CAM, ST, CDM",63,63,475000.0,1000.0,28,2022.0,56,59,74,48,63,64,65,69,74,64,56,57,55,187
15490,D. Phillips,"CDM, CM",60,75,550000.0,5000.0,20,2022.0,58,54,67,43,57,66,62,54,68,73,58,60,58,179
12941,M. Akpınar,"CM, CDM",63,73,1100000.0,5000.0,22,2022.0,62,64,46,62,63,77,63,57,38,60,64,65,60,173
15509,R. Tierney,"CAM, CM, CDM",60,75,600000.0,500.0,20,2021.0,53,56,61,46,54,72,52,59,56,63,59,59,47,174
5709,Choi Sung Geun,"CDM, CM",69,69,1200000.0,3000.0,29,2021.0,67,60,75,38,61,74,59,65,72,70,70,68,65,183
15807,M. Keita,"CDM, CM",60,74,550000.0,1000.0,19,2024.0,58,54,60,28,50,73,50,72,58,65,62,62,58,180
1681,L. Abergel,"CDM, CM",75,76,5500000.0,18000.0,28,2025.0,71,68,75,37,69,76,68,79,67,76,74,76,74,170
5595,C. Fandrich,"CM, CDM, RM",69,69,1300000.0,5000.0,30,2023.0,53,67,52,50,69,84,59,74,34,63,57,59,51,177
3729,J. Intriago,"CDM, CM",72,77,3100000.0,8000.0,25,2024.0,67,69,77,31,70,72,65,70,73,73,68,68,67,172
5314,G. Ondoua,CDM,70,76,2200000.0,13000.0,25,2023.0,66,64,77,47,70,56,64,67,75,71,68,68,65,185
1455,L. Kalvach,"CDM, CM",76,80,9500000.0,1000.0,25,2023.0,73,73,76,59,76,74,70,73,75,75,74,72,72,183
5214,O. Azubuike,"CDM, CM",70,77,3000000.0,15000.0,24,2022.0,68,61,74,33,68,74,54,77,71,68,73,70,66,170
3759,M. Sadílek,"CDM, LB",72,77,3300000.0,10000.0,22,2022.0,69,68,74,50,67,75,65,78,69,78,72,69,68,169
5247,Moreto Cassamá,CDM,70,78,3300000.0,11000.0,23,2024.0,65,68,62,59,73,89,65,71,51,70,68,68,62,165
3789,Douglas Augusto,"CM, CDM",72,76,3300000.0,900.0,24,2023.0,68,67,76,60,72,70,78,58,74,84,68,70,72,174
17555,E. Vanspaul,"CDM, RB",56,57,140000.0,500.0,28,2023.0,51,51,69,35,47,75,43,70,64,69,50,54,52,170
5404,J. Trindade,"CDM, RB, CM",70,71,1600000.0,650.0,27,2022.0,68,64,72,34,62,73,49,51,74,66,70,64,65,176
5383,F. Nürnberger,"CM, LM, CDM",70,78,3600000.0,6000.0,21,2023.0,67,67,65,53,67,79,65,49,58,67,65,69,71,178
653,A. Tchouaméni,"CM, CDM",79,85,28000000.0,41000.0,21,2024.0,77,75,82,50,79,75,76,74,82,78,78,79,71,187
1522,Maurício,"CDM, CM",75,75,3700000.0,850.0,32,2022.0,73,73,72,70,76,71,76,76,73,71,74,74,71,180
7206,E. Williamson,"CDM, CM",68,75,2300000.0,3000.0,24,2021.0,63,67,69,50,69,73,65,57,69,61,64,65,62,175
8256,H. Traore,"CM, CDM",67,72,1500000.0,5000.0,24,2022.0,66,63,73,41,67,76,73,67,71,73,65,71,66,175
6538,E. Bashkirov,"CDM, CM",68,68,1000000.0,4000.0,29,2022.0,62,65,67,63,65,68,67,55,52,71,68,65,65,175
10610,N. Ofoborh,"CDM, CM, CB",65,77,1700000.0,8000.0,21,2025.0,62,57,72,50,62,75,61,85,72,70,63,64,62,175
10017,M. Saldívar,"RB, CDM",65,65,625000.0,500.0,30,2025.0,62,50,69,35,47,65,51,64,68,66,61,69,66,176
7917,J. Kubicki,"CM, CDM",67,69,1300000.0,3000.0,25,2023.0,62,62,76,49,65,68,57,63,70,75,63,65,65,179
11267,B. Adjei-Boateng,"CM, CDM, RB",64,64,625000.0,4000.0,27,2025.0,63,55,77,43,61,71,73,71,78,72,66,66,63,180
8634,Cacá,"CB, CDM",67,75,2100000.0,1000.0,22,2022.0,66,45,75,22,51,64,45,77,77,73,65,68,68,187
7377,D. Ayala,CDM,68,84,2900000.0,1000.0,18,2023.0,63,62,58,39,68,76,63,63,49,64,65,67,64,173
6910,Dodi,"CM, CDM",68,72,1700000.0,5000.0,25,2022.0,60,67,61,53,69,78,67,62,56,60,65,58,48,169
11570,Juanpe,"CM, CDM, CAM",64,69,850000.0,2000.0,25,2023.0,58,65,71,47,70,62,61,67,70,63,50,60,53,184
11573,G. Tomasiewicz,"CM, CDM",64,68,800000.0,1000.0,25,2022.0,58,63,56,53,63,81,52,57,46,49,60,66,65,166
10263,C. Lobos,"CM, CDM",65,72,1400000.0,2000.0,24,2021.0,63,64,68,38,66,70,66,67,71,55,59,66,63,173
9266,Felipe Araruna,"RB, CDM",66,69,1000000.0,7000.0,25,2022.0,61,61,60,32,63,77,31,61,52,63,64,64,67,175
7683,M. Pospíšil,CDM,67,67,850000.0,4000.0,30,2024.0,61,68,68,50,67,84,57,80,65,59,63,62,61,178
11549,S. Clare,"CDM, RB",64,69,800000.0,2000.0,24,2023.0,62,62,72,54,62,65,63,66,76,63,60,62,61,190
10676,J. López,"CM, CAM, CDM",65,74,1600000.0,4000.0,21,2024.0,60,63,68,46,57,76,55,64,65,67,56,62,60,182
8473,A. Vranckx,"CM, CDM",67,85,2600000.0,6000.0,18,2025.0,60,65,73,56,67,71,68,70,73,74,58,66,61,183
8475,D. Janošek,"CM, CDM, CAM",67,75,2300000.0,500.0,23,2023.0,62,63,69,52,66,73,77,71,65,76,64,63,62,183
11679,L. Rajot,"CAM, CDM, CM",64,69,875000.0,1000.0,23,2024.0,62,64,58,44,69,74,47,52,66,30,61,68,68,179
8509,D. Noboa,CDM,67,71,1300000.0,500.0,26,2025.0,62,62,72,58,63,74,68,32,72,80,65,65,62,183
10301,T. Edun,"LB, CDM",65,74,1500000.0,8000.0,23,2024.0,59,58,69,36,61,84,54,82,59,74,63,58,57,172
7982,Chi Zhongguo,"CM, CDM",67,67,825000.0,7000.0,31,2024.0,68,66,65,52,67,74,62,65,58,61,67,71,67,172
8914,E. Zenga,"CM, CDM",66,66,850000.0,3000.0,28,2023.0,63,65,65,47,67,72,58,75,65,67,64,64,63,181
8011,R. Zambrano,"CDM, CM, RM",67,70,1200000.0,3000.0,26,2021.0,60,68,69,43,69,85,67,64,68,75,62,60,60,170
8093,M. Smith,CDM,67,77,2200000.0,3000.0,21,2023.0,61,66,71,38,68,70,62,68,69,68,63,62,59,175
10441,A. Morley,"CDM, CM",65,74,1500000.0,2000.0,21,2022.0,61,64,68,59,66,72,62,55,65,59,61,62,60,183
10459,D. Adeniran,"CM, CDM",65,74,1600000.0,2000.0,22,2023.0,62,58,74,44,63,68,64,61,69,78,64,64,61,180
1002,Unai López,"CM, CDM",77,81,14500000.0,21000.0,25,2024.0,68,78,70,55,77,84,76,77,64,72,71,72,59,170
2252,Claudiano Sobrino,"CDM, CM",74,74,4100000.0,27000.0,25,2024.0,70,74,75,53,76,81,58,74,71,75,70,69,65,177
17773,M. Osifo,"CB, CDM",56,75,325000.0,500.0,17,2024.0,54,45,61,29,53,67,36,72,64,53,49,59,54,185
1321,M. Malsa,"CM, CDM",76,81,11000000.0,25000.0,25,2024.0,75,71,77,46,79,74,66,68,75,75,77,80,73,178
