,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,attacking_crossing,attacking_volleys,attacking_short_passing,attacking_finishing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,movement_acceleration,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
12914,R. Gotts,"CAM, LW, RW",63,73,1100000.0,2000.0,21,2023.0,58,60,64,57,41,67,57,61,63,61,47,36,63,77,73,57,62,40,177
13861,D. Philipp,"LM, CAM",62,75,975000.0,950.0,21,2023.0,59,57,67,45,57,63,59,51,66,65,63,59,61,75,53,57,60,42,180
12055,C. Palmer,"RW, CAM",64,84,1600000.0,14000.0,19,2026.0,60,60,68,58,51,62,58,60,68,67,62,55,56,76,55,57,63,50,189
13933,A. Mikkelsen,"CAM, ST",62,77,950000.0,750.0,20,2023.0,68,57,68,48,40,63,45,47,67,67,50,50,47,80,78,62,42,30,167
14908,K. Fujimoto,"CAM, ST",61,67,525000.0,800.0,22,2022.0,55,53,66,46,62,55,65,49,69,64,64,59,49,78,50,63,53,60,179
10942,T. Anselm,"ST, LM, CAM",65,74,1600000.0,6000.0,21,2022.0,65,60,64,53,59,65,66,58,65,68,48,44,61,75,71,63,57,52,180
6231,O. Boussaid,"LW, CAM",69,78,3100000.0,7000.0,21,2024.0,66,67,75,66,59,69,60,69,75,75,73,53,67,80,71,55,64,52,168
13020,L. Guerra,"CAM, CM",63,69,750000.0,900.0,24,2023.0,64,63,65,63,39,64,54,62,63,64,56,58,62,78,75,66,60,40,166
10627,Juan Cruz,"LM, CAM, RM",65,78,1800000.0,4000.0,21,2023.0,61,61,69,64,52,63,63,54,71,67,64,61,53,76,40,64,62,63,177
5855,P. Twumasi,"LM, ST, CAM",69,69,1500000.0,13000.0,27,2023.0,61,63,71,65,66,67,65,65,70,70,52,43,63,80,65,69,66,61,176
5825,A. Zapata,"CAM, CM, LM",69,71,1700000.0,550.0,26,2021.0,68,65,70,60,52,68,66,64,68,70,64,61,67,82,70,68,61,62,175
4212,Samu,"LM, CM, CAM",71,74,2500000.0,4000.0,25,2024.0,63,64,77,63,48,67,63,63,78,76,65,52,70,78,69,67,67,62,173
5971,Hedson Porfírio,"LW, LM, CAM",69,69,1500000.0,9000.0,25,2024.0,70,72,68,73,44,72,58,70,70,65,73,77,67,79,49,70,68,60,178
12793,N. Sessa,"CAM, ST",63,67,675000.0,1000.0,25,2022.0,61,58,70,52,58,63,58,53,70,65,57,42,57,76,80,56,54,40,172
6116,V. van Crooij,"RM, LM, CAM",69,72,1800000.0,5000.0,25,2024.0,66,64,69,67,62,63,68,57,68,69,70,69,65,75,81,64,65,62,177
11028,A. Radwański,CAM,65,69,1000000.0,2000.0,23,2022.0,65,61,65,58,47,63,60,62,62,64,57,51,65,77,69,63,61,55,170
14707,C. Trejo,CAM,61,75,800000.0,2000.0,21,2022.0,53,55,60,41,41,66,67,59,54,66,44,39,55,76,68,57,46,73,179
4845,Pablo Valcarce,"LM, RM, CAM",70,70,1600000.0,5000.0,28,2022.0,64,66,71,68,50,67,66,63,69,69,70,56,65,77,75,65,69,57,173
6955,Costinha,"CAM, CM, RW",68,68,1200000.0,3000.0,28,2023.0,65,67,70,64,57,70,60,67,67,70,65,63,67,78,67,66,65,70,170
15019,M. Lachuer,"CAM, CM, CDM",61,75,800000.0,900.0,20,2025.0,62,66,66,61,60,70,42,70,65,65,57,64,48,79,34,43,65,53,170
11147,B. Inman,"LM, CAM",64,64,575000.0,900.0,29,2022.0,50,59,64,60,54,64,59,62,63,64,54,58,62,76,71,58,49,57,185
4878,H. Ongenda,"CAM, CM, LW",70,73,2100000.0,7000.0,26,2022.0,72,70,73,67,58,70,63,69,71,72,77,68,65,82,77,67,68,58,171
5256,C. Ferreira,"CM, CAM",70,78,3600000.0,6000.0,21,2025.0,69,74,73,71,71,77,63,75,72,74,77,77,65,76,69,67,77,67,175
13684,B. Tabla,"LM, RM, CAM",62,70,900000.0,1000.0,22,2021.0,55,59,71,59,55,62,53,53,73,66,69,54,51,82,30,54,60,45,174
11951,D. Navarro,"CM, CAM",64,64,575000.0,500.0,28,2021.0,67,56,64,32,45,63,60,58,63,62,55,50,68,80,76,65,62,60,179
2962,A. Barkok,"CAM, RM, CM",73,79,4800000.0,19000.0,23,2022.0,71,69,78,64,57,74,69,66,81,81,65,60,69,71,65,67,62,53,189
2234,C. Guanca,"CAM, ST",74,74,4200000.0,1000.0,28,2024.0,71,69,74,67,59,72,78,69,75,74,59,51,70,79,76,74,70,59,174
11212,J. Meza,"CM, RM, CAM",64,64,230000.0,500.0,35,2025.0,52,60,68,45,57,70,60,65,67,66,63,70,60,80,78,60,62,65,165
5187,L. González,"RW, CAM",70,70,1500000.0,2000.0,30,2022.0,62,68,73,68,62,69,65,72,75,70,67,67,62,78,57,67,56,69,170
10797,F. Michel,"CM, CAM",65,65,700000.0,2000.0,29,2024.0,63,63,71,52,52,68,53,68,68,67,56,58,65,81,77,56,62,52,172
2915,A. Vega,"ST, CF, CAM",73,81,7000000.0,34000.0,23,2022.0,75,72,77,65,65,76,76,72,80,76,53,70,72,79,78,71,71,66,173
14316,J. Ceka,"CAM, RW",62,71,900000.0,750.0,21,2023.0,53,56,67,51,53,60,58,58,64,65,60,42,54,80,63,58,56,55,169
16025,P. Bargiel,CAM,59,70,500000.0,1000.0,21,2023.0,57,55,64,53,39,57,54,55,65,62,55,44,57,70,45,49,62,42,179
7005,H. Abe,"CAM, LM, CF",68,68,1000000.0,3000.0,31,2022.0,67,64,70,67,45,68,71,65,68,70,41,34,69,76,68,67,57,60,170
5073,Heltinho Melo,"CAM, RB",70,70,1800000.0,9000.0,25,2024.0,76,71,74,76,68,68,58,64,75,71,73,74,65,80,67,74,72,71,174
820,Brahim,"CAM, LW, LM",78,86,31500000.0,30000.0,21,2023.0,78,76,82,66,55,83,69,74,82,83,74,61,72,82,67,73,69,58,171
3056,M. Olise,"CAM, RM, LM",73,85,7000000.0,22000.0,19,2026.0,77,74,77,70,53,75,61,74,74,77,73,65,69,80,69,65,69,67,184
5005,T. Mauricio,"CAM, RM, LM",70,71,1800000.0,5000.0,27,2024.0,67,65,74,65,61,67,69,61,72,73,64,62,65,82,69,68,59,68,169
7763,J. Salinas,"CAM, LM, RM",67,67,1000000.0,500.0,29,2021.0,76,67,69,62,38,71,55,61,71,63,60,52,59,75,47,62,65,51,169
986,M. Philipp,"CF, CAM, LM",77,78,12500000.0,59000.0,27,2025.0,74,71,79,68,78,76,78,62,80,80,68,65,77,80,68,76,69,83,183
7947,C. Chaplin,"CAM, LM, RM",67,73,1600000.0,4000.0,24,2024.0,64,60,71,52,67,64,70,51,69,68,60,68,69,80,72,67,66,59,168
5423,G. Kinda,"CM, CAM",70,71,1800000.0,5000.0,27,2022.0,72,66,77,58,51,72,64,68,78,75,58,39,69,81,74,66,65,41,173
1718,M. Meza,"RW, CAM, LM",75,75,5500000.0,47000.0,28,2021.0,73,73,79,73,66,73,70,69,81,80,75,73,69,76,79,67,69,54,181
1452,Bryan Gil,"LM, RM, CAM",76,86,16500000.0,52000.0,20,2026.0,69,72,81,77,62,74,73,69,82,78,68,72,76,79,46,79,82,47,175
9535,A. Nalić,"CAM, RW, ST",66,75,1900000.0,2000.0,23,2022.0,64,58,69,51,61,64,59,49,71,69,64,38,63,77,76,60,65,38,190
2348,D. Lainez,"RM, CM, CAM",74,83,9500000.0,15000.0,21,2024.0,67,70,80,72,64,75,64,64,81,77,67,50,67,85,61,71,74,66,168
17653,O. Fallenius,"ST, CAM",56,71,350000.0,2000.0,19,2024.0,54,48,59,38,32,50,62,48,60,62,41,50,48,79,54,58,56,38,181
7150,F. Muslija,"LM, CAM",68,76,2700000.0,10000.0,22,2022.0,63,63,76,63,54,62,57,57,77,71,70,75,63,82,68,54,57,41,172
13102,F. Versaci,"LW, RW, CAM",63,74,1000000.0,2000.0,19,2022.0,56,54,66,55,49,58,61,47,65,63,49,47,57,79,54,59,55,62,170
9478,V. Burgoa,"CAM, LM",66,75,1900000.0,2000.0,20,2023.0,70,59,72,48,49,64,48,56,71,72,53,48,62,80,63,63,65,55,175
11333,Peng Xinli,"CM, CAM, CDM",64,64,575000.0,4000.0,29,2024.0,63,63,66,56,59,66,57,63,62,65,63,65,61,82,73,63,63,58,177
1626,T. Inui,"LM, RM, CAM",75,75,3500000.0,10000.0,33,2024.0,70,71,82,69,69,72,65,68,81,80,85,65,74,84,73,72,75,57,169
5401,R. Piscopo,"LM, CAM",70,77,3200000.0,3000.0,23,2022.0,64,64,76,64,58,64,64,56,78,74,73,70,66,79,69,60,68,56,175
8057,J. Velásquez,"CAM, RW",67,70,1300000.0,1000.0,26,2024.0,69,61,68,58,49,66,64,59,68,66,38,39,62,79,70,63,53,50,174
17874,R. Mălăele,"CAM, CM",55,75,350000.0,600.0,18,2023.0,58,51,57,30,36,60,39,55,51,63,50,30,47,74,50,35,42,32,176
11460,C. Alexander,"CM, CAM, RM",64,64,475000.0,500.0,31,2023.0,62,64,65,62,54,68,66,67,63,65,54,55,60,81,80,59,60,69,182
2855,L. Rodríguez,"LM, CAM, CM",73,79,4800000.0,16000.0,24,2026.0,64,67,77,65,60,71,63,70,76,78,53,66,63,81,88,66,68,62,168
1221,N. Sansone,"CAM, LW, ST",76,76,7500000.0,32000.0,29,2023.0,74,71,80,69,74,72,72,67,79,81,76,70,74,81,56,75,75,74,173
4526,D. Hotić,"CAM, CM, RW",71,74,2500000.0,8000.0,25,2023.0,76,73,72,73,68,69,63,74,68,74,76,73,65,86,80,70,73,70,168
9371,R. Scheu,"RM, ST, CAM",66,66,925000.0,2000.0,26,2023.0,57,58,64,64,38,61,59,55,63,61,45,44,65,85,91,64,61,59,175
1409,Melendo,"CAM, RM, ST",76,81,11500000.0,17000.0,23,2022.0,83,75,78,74,63,77,65,75,78,78,77,40,70,79,66,75,66,50,167
4558,N. Mbuku,"RM, CAM, RW",71,83,4400000.0,9000.0,19,2023.0,65,67,76,68,64,71,65,63,77,74,66,56,60,80,60,64,64,64,170
2721,L. Faravelli,"CM, CDM, CAM",73,73,3000000.0,1000.0,28,2023.0,75,70,71,67,59,71,72,69,72,71,65,69,69,76,81,75,59,69,172
11427,B. Barry,"RB, RM, CAM",64,69,800000.0,1000.0,25,2022.0,59,60,69,61,54,64,56,54,69,68,60,49,62,76,71,59,57,53,182
2788,Manu García,"CAM, ST, LM",73,82,7000000.0,8000.0,23,2022.0,75,72,75,67,74,73,66,70,74,75,76,65,75,79,72,70,65,70,169
1421,E. Smith Rowe,CAM,76,86,16500000.0,49000.0,20,2023.0,76,73,78,70,55,79,63,67,79,80,67,58,72,79,72,78,68,64,182
3376,D. Rolán,"ST, LM, CAM",72,72,2400000.0,10000.0,28,2026.0,69,70,73,73,68,71,69,66,71,72,69,68,74,76,71,75,72,75,175
11780,J. Randall,"LM, CAM",64,72,1300000.0,3000.0,21,2025.0,59,57,63,62,43,59,61,53,62,62,45,39,55,81,85,58,56,53,177
6280,A. Ciobanu,"CAM, CM",69,77,3100000.0,5000.0,23,2024.0,67,68,72,69,59,68,65,68,70,71,71,73,67,74,66,66,68,65,176
123,H. Ziyech,"RW, CAM",84,84,42500000.0,170000.0,28,2025.0,89,87,83,88,74,86,73,89,83,85,90,78,84,79,79,82,79,67,181
7363,J. Julio,"CF, CAM, LM",68,74,2000000.0,500.0,22,2024.0,67,63,67,57,59,67,67,61,67,65,61,54,70,78,72,69,63,51,168
3243,Kim Bo Kyung,"CM, CAM",72,72,1900000.0,9000.0,31,2022.0,77,71,74,65,64,73,68,67,72,75,72,68,71,78,79,75,73,72,176
116,M. Sabitzer,"CM, CDM, CAM",84,85,48000000.0,110000.0,27,2025.0,83,81,80,74,82,84,81,81,79,82,76,78,86,75,85,83,80,72,178
11678,C. Lang,"RW, CF, CAM",64,73,1300000.0,2000.0,22,2025.0,48,53,66,59,54,57,66,55,66,65,36,31,54,80,69,62,49,58,180
3637,K. Miyoshi,"CF, RM, CAM",72,77,3600000.0,15000.0,24,2023.0,72,70,77,66,61,73,67,64,76,75,72,71,72,86,72,68,64,64,167
3342,H. Mukhtar,"CAM, CF",72,74,2900000.0,7000.0,26,2025.0,71,70,75,68,55,73,65,64,73,75,63,68,70,74,87,66,66,60,173
10408,S. Ylätupa,"RW, LW, CAM",65,73,1600000.0,2000.0,21,2022.0,66,63,69,65,59,65,57,48,71,68,67,60,51,80,73,57,66,41,171
210,Oscar,"CAM, CM, LW",82,82,30000000.0,38000.0,29,2024.0,78,82,82,81,72,85,78,84,81,83,77,78,78,82,84,81,79,70,179
9021,D. Wheeler,"CAM, RM, CM",66,66,825000.0,3000.0,30,2022.0,67,61,68,62,51,61,61,54,66,67,55,53,64,79,78,67,63,59,180
11836,R. Yaslam,"RM, CAM, LM",64,65,700000.0,500.0,26,2024.0,61,60,68,63,54,62,56,53,67,64,62,56,57,82,54,59,62,44,167
15576,D. Loera,"CAM, CF",60,69,550000.0,1000.0,22,2021.0,62,54,66,35,21,62,44,55,65,60,52,48,55,84,66,53,55,32,165
9122,J. Vargas,"CAM, LW, ST",66,71,1300000.0,1000.0,23,2022.0,64,62,72,63,58,62,56,55,73,69,70,72,61,82,65,64,57,63,170
6252,Andrés Martín,"ST, RM, CAM",69,80,3200000.0,8000.0,21,2024.0,58,65,69,65,67,72,71,66,68,69,55,43,68,79,70,70,62,61,170
365,L. Pellegrini,"CAM, CM, CDM",81,86,38000000.0,61000.0,25,2022.0,84,81,80,74,69,86,72,82,78,83,70,70,79,77,88,78,82,80,186
3817,Zarraga,"CM, CAM, RW",72,81,5000000.0,16000.0,22,2023.0,70,69,75,60,48,76,70,73,76,75,65,52,68,81,75,67,66,49,175
8526,L. Da Cunha,"RM, CAM",67,77,2200000.0,8000.0,20,2024.0,63,62,70,60,57,66,59,58,68,69,62,57,60,79,62,61,66,59,176
11808,K. Goudmijn,"CAM, CM",64,80,1500000.0,1000.0,19,2022.0,67,64,70,58,53,68,50,65,70,67,60,50,58,80,50,52,65,52,173
13722,D. Keillor-Dunn,"ST, CAM, LW",62,67,600000.0,2000.0,23,2022.0,59,58,63,58,47,60,61,57,62,63,47,46,62,77,84,62,56,56,180
1786,Cesinha,"CAM, ST, LW",75,75,4700000.0,9000.0,31,2022.0,73,72,75,72,70,74,77,67,74,76,65,74,72,76,80,78,67,70,177
1632,M. Livaja,"LW, CAM, ST",75,75,6000000.0,1000.0,27,2024.0,73,67,76,67,70,74,76,39,78,79,68,71,75,82,67,75,74,66,182
9345,K. Kitagawa,"ST, CF, CAM",66,70,1200000.0,8000.0,24,2023.0,51,49,70,27,65,60,64,50,69,71,64,41,65,78,54,68,61,67,180
8251,R. Taylor,"LW, CAM",67,68,1200000.0,2000.0,26,2022.0,62,62,69,62,43,63,62,60,73,66,63,58,59,81,77,61,63,56,182
2827,E. Martínez,"LM, RM, CAM",73,73,3200000.0,1000.0,27,2023.0,72,68,75,72,44,72,68,61,80,72,46,47,66,78,74,63,71,52,169
1259,O. Tannane,"CAM, RM",76,76,8000000.0,18000.0,27,2022.0,76,73,78,68,70,73,74,74,80,78,82,76,72,77,68,73,72,75,177
15460,J. Olayinka,"CM, CAM, LM",60,75,600000.0,8000.0,20,2022.0,60,58,64,55,55,61,60,57,62,63,58,53,60,80,70,59,59,43,175
6884,B. Bahn,"CAM, CM",68,68,1200000.0,5000.0,28,2022.0,68,68,70,71,62,67,60,62,68,70,76,72,67,79,90,60,62,75,180
6828,J. Flores,"LM, CAM, RM",68,74,1900000.0,2000.0,24,2021.0,58,60,73,65,41,62,66,58,73,70,57,38,62,77,66,67,58,65,167
5337,E. Bullaude,"CAM, ST",70,77,3200000.0,5000.0,20,2022.0,68,63,73,53,58,70,69,58,75,76,65,41,65,73,71,66,57,48,184
13028,J. Torres,"RM, CAM, LM",63,63,475000.0,500.0,28,2022.0,59,60,62,61,49,61,58,59,59,62,55,68,51,85,62,59,56,69,169
373,C. Nkunku,"CAM, CM, CF",81,86,39000000.0,72000.0,23,2024.0,81,81,85,81,59,83,74,80,86,86,81,76,78,81,74,78,79,65,179
8314,A. Gordon,"LM, CAM",67,81,2500000.0,16000.0,20,2025.0,63,60,70,62,44,62,62,51,73,69,63,59,59,78,63,62,62,65,185
1388,R. Doan,"RM, CAM",76,82,12000000.0,15000.0,23,2024.0,76,72,80,70,59,75,68,68,80,79,67,67,74,78,77,71,73,58,172
1750,L. Acosta,"CAM, LM, LW",75,76,6500000.0,9000.0,27,2023.0,71,70,82,61,67,74,64,71,83,80,72,62,72,87,76,69,71,54,161
2697,D. Valdés,"CAM, CM",73,74,3500000.0,18000.0,27,2022.0,75,71,74,64,63,73,67,71,74,75,69,67,69,81,73,70,80,55,179
300,Marlos,"CAM, RM",81,81,16000000.0,2000.0,33,2021.0,82,78,86,75,68,80,76,73,87,88,82,72,75,77,70,72,84,80,174
1030,Matheus Pereira,"CAM, RM, RW",77,81,14500000.0,37000.0,25,2026.0,78,75,80,75,69,77,75,67,81,80,78,76,71,80,71,75,70,71,175
4975,H. Boumous,CAM,70,73,2100000.0,2000.0,25,2026.0,67,67,75,67,57,69,68,64,74,73,68,67,65,75,73,68,67,65,173
2168,S. Adamyan,"CAM, ST, LM",74,74,4200000.0,30000.0,28,2023.0,69,64,76,58,71,73,77,58,79,75,57,39,72,80,75,74,65,60,184
9209,P. Lagemyr,"CAM, LM",66,69,1200000.0,2000.0,24,2022.0,69,64,71,61,58,69,63,55,70,68,68,49,52,86,64,52,59,36,167
1040,Claudio Coíntra,"CAM, CF",77,77,11500000.0,36000.0,25,2024.0,79,76,78,74,77,75,73,75,75,76,86,74,82,89,75,78,84,73,174
1090,D. Szoboszlai,"CAM, LM",77,87,23000000.0,46000.0,20,2026.0,78,79,79,78,79,78,73,77,80,83,88,87,73,78,74,63,80,79,186
5132,R. McGree,"CM, RM, CAM",70,77,3200000.0,11000.0,22,2022.0,71,68,74,66,64,69,70,68,73,72,68,62,71,81,78,74,73,63,178
5766,J. Rothwell,"CM, CAM",69,72,1800000.0,20000.0,26,2022.0,68,67,74,61,55,71,61,68,76,70,63,50,67,81,79,65,65,50,183
11628,D. Kemp,"CAM, LW, RW",64,70,950000.0,4000.0,22,2023.0,63,62,67,62,49,62,57,59,64,63,62,58,61,81,54,62,54,55,168
7728,S. Beltrame,"CAM, LW, CF",67,67,1000000.0,4000.0,28,2023.0,59,66,73,67,68,67,58,67,74,75,74,62,55,80,64,59,59,62,183
3186,H. Nielsen,"ST, CAM",72,72,2500000.0,19000.0,27,2022.0,70,67,71,66,71,73,71,59,72,73,64,36,72,71,79,73,71,56,187
14564,J. Deom,"CM, CAM",61,70,725000.0,2000.0,22,2024.0,62,60,70,55,43,66,41,56,68,70,51,43,52,83,70,53,58,42,175
5858,B. Carvallo,"LM, CAM",69,72,1900000.0,6000.0,24,2021.0,70,64,75,52,38,68,63,62,74,74,64,64,58,80,65,68,69,55,164
8522,M. Pardo,"CAM, ST, RW",67,70,1300000.0,5000.0,25,2023.0,64,62,70,59,54,62,59,61,69,68,62,70,70,80,74,64,60,65,172
5092,Paulolettinho,"CAM, RM, RW",70,70,1800000.0,8000.0,25,2024.0,71,70,72,74,62,72,61,66,75,71,63,64,66,79,62,66,72,45,181
1855,A. Harit,"LM, CAM, CM",75,81,9000000.0,11000.0,24,2022.0,73,69,81,62,63,74,67,70,83,80,67,54,74,83,72,68,64,68,180
9292,N. Dovedan,"CF, CAM, RM",66,66,950000.0,5000.0,26,2022.0,54,60,72,61,58,63,63,53,71,68,71,70,63,82,74,65,61,53,171
3770,Fidalgo,"LM, CAM, CM",72,78,3700000.0,27000.0,24,2025.0,71,70,74,65,59,74,67,65,74,75,71,69,64,77,80,63,68,69,172
590,F. Bernardeschi,"CAM, LM, RM",79,79,18500000.0,77000.0,27,2022.0,80,80,83,81,76,82,61,71,85,84,83,80,70,79,70,72,78,82,185
4417,A. Guðmundsson,"CAM, RW, ST",71,77,3000000.0,7000.0,24,2022.0,71,67,77,61,61,69,68,64,80,76,67,61,69,78,72,61,70,65,177
8573,I. Kebbal,"RM, CAM",67,76,2300000.0,8000.0,22,2024.0,63,63,73,65,65,64,62,59,72,71,63,66,53,82,53,59,56,62,169
1165,E. Vecchio,"CAM, CM",76,76,6000000.0,18000.0,32,2023.0,80,77,76,75,69,78,70,73,77,73,73,75,74,78,75,71,72,71,178
5643,D. Petratos,CAM,69,69,1400000.0,5000.0,28,2023.0,65,67,72,71,59,66,67,64,71,72,74,71,66,79,87,70,68,67,176
2932,E. Karaca,"RM, CAM",73,73,2500000.0,13000.0,31,2022.0,68,68,76,71,50,72,66,65,74,75,45,63,74,81,76,67,65,68,166
13665,T. Sasaki,"CF, CAM, LM",62,69,800000.0,1000.0,23,2023.0,56,58,67,56,46,63,63,55,63,63,47,62,53,84,68,61,58,45,166
13362,Cássinho,CAM,63,63,475000.0,850.0,28,2025.0,60,62,64,57,58,63,58,67,60,65,62,65,59,77,63,60,58,65,177
3705,Carlitos,"ST, CAM, LW",72,72,2000000.0,750.0,31,2023.0,70,68,75,63,68,69,74,63,74,72,74,73,73,81,71,74,80,68,177
2917,Lincoln,"CAM, CM",73,82,7000000.0,6000.0,22,2022.0,75,69,77,65,68,68,67,67,78,76,74,65,69,80,71,70,78,70,178
3813,O. Lingr,"CAM, ST, LM",72,79,4800000.0,650.0,22,2024.0,70,69,74,67,65,71,69,67,73,71,61,70,73,80,78,71,73,63,175
9502,S. Beusnard,"RM, LM, CAM",66,66,850000.0,2000.0,29,2022.0,64,59,68,52,61,66,67,58,70,67,53,32,55,81,63,53,60,63,170
2141,R. Christie,"CAM, CM, RM",74,77,5500000.0,30000.0,26,2024.0,72,72,76,72,50,73,71,70,76,74,75,71,70,78,74,74,77,74,178
65,Bernardo Silva,"CAM, CM, RW",86,87,80000000.0,200000.0,26,2025.0,84,83,91,85,70,86,77,76,92,90,84,67,84,83,93,83,87,68,173
1651,R. Gauld,"CAM, LM",75,80,8500000.0,9000.0,25,2024.0,78,75,80,77,66,76,67,69,80,78,78,72,75,83,80,70,73,69,169
5072,Adeilson Gesser,CAM,70,70,1600000.0,9000.0,29,2024.0,76,67,72,68,76,72,62,42,68,74,55,73,76,70,78,70,64,66,175
2055,M. Vydra,"CF, CAM, ST",74,74,4200000.0,34000.0,29,2022.0,70,68,75,65,74,71,72,63,74,76,73,64,72,82,75,78,71,78,180
6990,M. Pantović,"RM, LM, CAM",68,71,1600000.0,9000.0,24,2022.0,66,62,67,70,58,61,64,49,68,69,66,46,52,74,84,68,52,50,185
13279,J. van der Sluijs,"LW, CAM",63,72,1000000.0,2000.0,19,2023.0,58,55,65,57,40,62,52,41,64,64,41,32,64,81,55,58,63,45,180
9661,Valera,"RM, LM, CAM",66,83,2200000.0,7000.0,19,2022.0,60,61,67,65,48,64,63,59,68,66,54,45,58,75,55,64,49,55,170
3583,Pietrson Mendes,"CAM, ST",72,72,2600000.0,10000.0,25,2024.0,68,73,74,76,72,76,66,63,72,75,77,76,67,75,68,68,76,68,173
246,Anderson Talisca,"CF, ST, CAM",82,83,35500000.0,61000.0,27,2024.0,79,81,83,75,76,84,81,82,83,84,86,87,78,84,82,86,77,75,190
5200,M. Tavernier,"RM, CAM, CM",70,80,3600000.0,14000.0,22,2023.0,68,64,72,65,57,67,64,56,74,70,57,53,67,79,67,62,58,63,177
118,J. Grealish,"LW, LM, CAM",84,85,50500000.0,180000.0,25,2027.0,85,83,88,81,72,85,77,82,89,88,78,74,79,81,80,81,88,58,180
7035,G. Hein,"RM, CM, CAM",68,71,1600000.0,3000.0,24,2023.0,60,64,73,57,48,69,65,63,74,68,78,69,59,83,59,58,57,51,170
13321,J. Gómez,"CF, ST, CAM",63,78,1100000.0,500.0,19,2023.0,60,51,67,38,59,57,65,44,70,62,54,42,54,84,74,57,53,52,183
141,C. Vela,"RW, LW, CAM",83,83,29000000.0,17000.0,32,2022.0,81,78,84,78,82,81,85,66,84,85,84,71,83,81,69,84,83,72,177
3670,Pedrinho,"CAM, CM",72,72,2400000.0,9000.0,28,2022.0,74,72,73,72,81,70,60,71,73,72,77,75,69,79,77,66,69,72,170
10403,M. Kvesić,"CAM, CM, ST",65,65,700000.0,2000.0,29,2022.0,56,64,72,66,62,66,58,61,71,70,79,67,57,87,61,55,60,75,175
1227,Igor Coronado,"CAM, CF",76,76,7500000.0,38000.0,28,2023.0,74,73,82,73,69,72,76,75,81,82,72,77,70,83,84,70,73,76,170
14099,T. Maciejewski,"RW, CAM, LM",62,76,950000.0,5000.0,20,2022.0,52,54,65,53,53,62,64,45,66,62,46,41,65,79,67,46,51,63,184
486,Laure Santeiro,"CAM, LM, LW",80,80,25000000.0,23000.0,21,2024.0,80,77,82,73,67,79,72,80,82,82,56,75,80,87,67,82,77,74,171
9969,J. Valencia,"LM, CAM, ST",65,65,775000.0,11000.0,26,2023.0,61,60,66,61,40,63,64,56,63,62,61,47,62,79,58,63,57,48,165
6164,L. Vera,"CM, CAM",69,75,2200000.0,7000.0,24,2022.0,71,69,75,63,49,72,51,70,76,75,81,53,64,82,77,63,59,55,164
7895,Juanma García,"ST, CAM, RM",67,67,1000000.0,3000.0,28,2022.0,62,61,67,61,61,65,69,51,66,65,64,61,68,81,57,69,58,72,167
7755,N. Chamed,"CAM, RM",67,67,1100000.0,4000.0,27,2022.0,64,66,70,69,60,65,59,62,70,70,72,75,60,80,75,62,60,65,175
10609,J. Guttau,"LM, CM, CAM",65,76,1600000.0,1000.0,21,2022.0,57,61,69,63,45,64,47,59,68,66,63,55,59,85,57,61,58,44,180
8562,C. Alcaraz,"CAM, CM, LM",67,82,2400000.0,2000.0,18,2025.0,59,61,73,54,55,66,65,64,73,72,70,49,60,82,58,62,59,52,176
6706,Reis,CAM,68,68,1200000.0,3000.0,28,2022.0,63,60,73,54,63,67,60,59,74,71,43,49,61,83,67,67,56,64,174
9073,S. Al Jaman,"LM, RM, CAM",66,66,900000.0,4000.0,27,2022.0,60,60,66,59,36,63,63,57,66,64,63,48,59,80,80,62,48,56,174
5365,B. Aaronson,"CAM, CM, LM",70,81,3500000.0,11000.0,20,2025.0,69,63,73,55,51,70,64,64,72,72,50,35,63,81,71,68,67,41,176
7628,Joselu,"ST, CAM",67,67,1000000.0,4000.0,30,2022.0,52,60,65,58,68,66,65,55,63,63,62,68,63,81,86,64,64,73,170
4257,K. Mrabti,"ST, LM, CAM",71,72,2200000.0,11000.0,27,2023.0,73,69,71,68,70,73,73,58,67,71,62,59,68,83,76,73,72,71,175
2856,Lazo,"LM, CAM",73,76,4000000.0,10000.0,25,2027.0,61,67,79,67,49,70,75,64,82,78,71,73,70,80,60,63,62,45,178
8567,Gaspar Campos,"LM, RM, CAM",67,81,2500000.0,3000.0,21,2025.0,58,60,69,58,67,63,70,60,68,68,65,51,55,81,73,65,60,61,175
3343,T. Murg,"CAM, CM, RM",72,75,3100000.0,1000.0,26,2024.0,68,70,74,67,65,71,72,68,72,74,76,76,70,83,68,67,64,60,174
11699,D. Butterworth,"ST, CAM, LW",64,75,1300000.0,8000.0,21,2022.0,54,49,65,39,44,58,66,44,62,64,39,36,71,83,62,65,61,60,178
16035,L. Molyneux,CAM,59,64,350000.0,2000.0,23,2022.0,58,55,61,56,49,56,55,52,60,58,51,46,53,81,64,57,56,55,180
11697,K. Leshabela,"CAM, CM",64,75,1300000.0,13000.0,21,2022.0,63,61,67,58,49,64,56,61,67,63,50,58,58,81,67,62,64,49,175
7983,E. Ramírez,"RM, ST, CAM",67,73,1600000.0,5000.0,24,2022.0,59,60,68,57,57,64,72,65,67,66,54,47,58,80,69,67,64,65,170
