,Name ,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,club_contract_valid_until,weak_foot,pace,shooting,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_strength,mentality_positioning,mentality_penalties,height_cm
7517,D. Williams,"LM, CF, ST",67,67,625000.0,1000.0,33,174,2022.0,4,83,69,70,68,53,59,60,59,66,83,83,78,66,78,73,58,70,70,66,174
6383,F. Vargas,"LW, LM, ST",69,79,3100000.0,4000.0,22,178,2022.0,3,83,65,61,63,64,64,55,67,68,80,86,75,55,54,70,47,69,67,65,178
1731,R. Martínez,"ST, LW, RW",75,76,6500000.0,44000.0,27,180,2023.0,4,83,74,78,73,67,70,64,27,76,82,84,78,73,73,80,77,82,73,68,180
9076,P. Schobesberger,"LM, ST, CAM",66,66,900000.0,9000.0,27,176,2022.0,4,83,61,64,63,55,65,55,54,68,82,83,79,58,77,60,81,70,58,48,176
11711,R. Germain,"ST, CF, RW",64,66,725000.0,1000.0,26,182,2022.0,2,83,62,67,62,62,57,57,22,57,80,86,67,62,60,67,83,75,65,56,182
4667,M. Sau,"CF, ST",70,70,1000000.0,11000.0,33,169,2022.0,4,83,67,56,67,49,68,70,70,73,85,82,90,67,94,66,75,52,68,70,169
11814,M. Moro,"ST, RM",64,67,775000.0,1000.0,26,172,2021.0,3,83,62,56,65,47,60,58,40,67,82,83,75,64,77,59,62,53,67,49,172
4113,C. Akpom,ST,71,75,2600000.0,950.0,25,186,2023.0,3,83,70,73,70,68,59,66,37,71,81,84,78,69,63,75,83,80,72,62,186
13006,R. Tachie,"ST, RW",63,68,750000.0,1000.0,22,177,2022.0,3,83,61,60,63,55,60,62,38,62,85,82,83,60,77,61,77,61,62,56,177
5993,F. Reese,"LW, RW, ST",69,74,2100000.0,11000.0,23,187,2023.0,4,83,63,75,59,64,68,47,37,68,80,85,68,65,59,74,70,75,63,66,187
459,Embarba,"RM, LM, ST",80,80,20500000.0,26000.0,29,173,2024.0,4,83,77,72,76,60,80,65,75,79,84,83,83,77,82,84,63,66,77,77,173
3452,N. Leiva,"LM, ST",72,78,3700000.0,7000.0,24,176,2022.0,3,83,70,60,70,44,68,66,72,70,84,82,85,67,88,73,72,55,65,59,176
18583,G. Sithole,"ST, LM",53,71,240000.0,700.0,18,180,2022.0,4,83,50,53,52,48,45,43,29,49,84,83,61,48,67,53,73,57,51,47,180
2338,E. Nketiah,ST,74,81,8500000.0,56000.0,22,175,2022.0,3,83,72,61,77,67,66,69,38,73,85,82,80,77,72,72,73,59,78,68,175
4775,A. Taggart,ST,70,70,1600000.0,6000.0,28,183,2022.0,3,83,70,69,69,63,66,72,40,74,82,83,82,66,64,72,65,72,71,62,183
1749,Wu Lei,"ST, RM, LM",75,75,5500000.0,20000.0,29,174,2024.0,3,83,71,69,71,71,71,70,65,75,84,83,76,74,77,75,85,65,76,72,174
4731,L. Mendoza,"RM, ST",70,70,1300000.0,30000.0,31,173,2025.0,3,83,62,69,59,54,64,52,53,70,82,83,76,67,71,66,68,70,67,64,173
630,Luimo Boas Santos,ST,79,79,21000000.0,27000.0,21,176,2024.0,4,83,79,64,81,76,74,76,60,81,86,80,82,85,73,75,87,63,82,74,176
7081,J. Ngoy,"ST, LW",68,73,1800000.0,5000.0,23,185,2022.0,3,83,65,69,66,63,63,47,43,72,80,85,69,66,70,72,58,81,62,64,185
2428,I. Schranz,"ST, RM",74,74,4600000.0,1000.0,27,185,2024.0,3,83,76,73,76,72,66,75,60,70,81,85,70,70,72,78,73,73,74,65,185
8191,B. Lasme,"ST, RM",67,78,2300000.0,8000.0,22,188,2025.0,3,83,66,71,69,61,60,49,31,66,75,89,62,58,35,73,63,90,63,66,188
7126,K. Schindler,"RM, ST, RB",68,68,1300000.0,11000.0,27,180,2023.0,3,83,63,65,63,48,61,53,41,68,82,83,73,65,74,69,78,73,67,65,180
7328,A. Ueda,ST,68,75,2500000.0,4000.0,22,182,2022.0,3,83,67,71,72,67,58,60,22,65,82,84,71,55,59,65,80,75,75,55,182
8320,L. Ramazani,"RM, LM, ST",67,83,2700000.0,3000.0,20,167,2025.0,4,83,59,56,59,41,59,57,50,67,82,84,83,64,83,65,65,51,65,50,167
2324,C. Kouamé,"ST, CF",74,80,6500000.0,39000.0,23,185,2022.0,4,83,71,65,76,74,70,66,45,77,81,84,76,69,65,72,94,70,76,61,185
14579,T. Abrahams,ST,61,69,750000.0,2000.0,22,185,2023.0,3,83,59,69,61,51,52,50,44,60,82,83,79,59,76,60,68,76,60,60,185
12962,B. Santelli,"LM, ST, RW",63,63,475000.0,1000.0,29,180,2022.0,2,83,58,57,60,43,61,51,70,66,87,79,81,59,68,70,39,65,56,49,180
13267,K. Nagera,"ST, LW",63,80,1300000.0,8000.0,19,177,2022.0,2,83,62,47,62,61,57,53,43,66,87,79,72,54,68,67,79,45,61,60,177
536,Gao Late,"ST, RW, CAM",79,79,17000000.0,32000.0,30,185,2023.0,4,83,78,72,77,78,81,77,72,83,82,83,74,76,81,78,78,73,83,76,185
354,D. Calvert-Lewin,ST,81,85,37500000.0,90000.0,24,187,2025.0,3,83,77,82,82,89,72,73,54,80,76,89,72,81,65,79,91,83,84,77,187
531,M. Antonio,"ST, RM",79,79,15000000.0,79000.0,31,178,2023.0,3,83,76,83,79,84,75,70,60,76,79,87,80,80,78,79,91,86,80,75,178
9628,A. Tapsoba,"RW, ST",66,80,2000000.0,3000.0,19,177,2022.0,3,83,66,54,67,54,63,59,39,72,84,83,81,51,73,69,83,55,58,64,177
1987,Fernandinho Silva,"LM, ST, CM",74,74,1700000.0,7000.0,35,173,2022.0,3,83,71,65,67,47,69,69,68,73,85,82,86,70,91,75,81,61,72,72,173
12423,Park Yong Ji,"ST, LW, RW",63,63,500000.0,1000.0,28,183,2022.0,4,83,59,48,63,66,63,47,55,60,82,83,82,55,70,58,60,60,68,65,183
7678,R. Riski,ST,67,67,1000000.0,500.0,29,180,2021.0,4,83,66,60,69,61,55,64,49,65,85,81,79,68,72,66,85,58,69,63,180
131,N. Fekir,"CAM, RM, ST",84,84,45000000.0,42000.0,27,173,2023.0,4,83,83,79,83,49,84,77,79,87,88,79,82,79,91,84,64,81,82,74,173
3422,Erik,"ST, RM, LM",72,73,2800000.0,9000.0,26,170,2023.0,4,83,72,56,72,64,71,71,43,72,85,81,85,69,80,73,81,59,73,67,170
10189,J. Correa,"ST, LM",65,66,825000.0,2000.0,27,171,2026.0,3,83,64,53,66,55,65,63,62,64,88,79,89,64,77,62,61,56,67,66,171
2381,B. Mbeumo,"RW, ST, CF",74,82,9500000.0,32000.0,21,171,2024.0,2,83,73,63,72,52,69,77,66,72,84,82,89,71,75,77,59,60,78,63,171
15449,Y. Iwasaki,"CF, ST",60,67,500000.0,1000.0,23,173,2022.0,2,83,51,59,49,44,58,45,37,60,85,82,74,57,73,64,85,64,59,40,173
8585,J. Adamu,ST,67,78,2300000.0,8000.0,20,183,2025.0,3,83,66,62,68,67,56,68,58,64,82,84,83,60,73,66,84,66,66,72,183
8663,R. Providence,"LW, RW, ST",67,83,2600000.0,10000.0,19,172,2022.0,3,83,58,37,62,39,56,50,38,77,86,80,80,47,85,68,44,33,65,56,172
16329,S. Ibrahim,"ST, RW",59,75,575000.0,600.0,18,168,2023.0,2,83,57,61,56,52,58,49,36,55,81,84,78,45,73,69,66,74,51,53,168
25,R. Lukaku,ST,88,88,93500000.0,260000.0,28,191,2026.0,4,84,87,83,92,89,77,78,66,77,81,87,60,91,52,89,76,95,89,88,191
7818,R. Vanegas,"LM, RM, ST",67,67,1000000.0,950.0,28,176,2021.0,2,84,64,69,65,54,55,55,51,66,90,79,82,61,71,69,80,70,66,65,176
568,R. Ruidíaz,ST,79,79,17000000.0,13000.0,30,169,2021.0,4,84,80,67,83,74,71,75,69,77,81,87,83,82,87,79,78,63,85,70,169
8584,A. Sanyang,"RM, ST",67,76,2300000.0,4000.0,22,173,2022.0,3,84,60,56,60,28,62,56,38,71,88,81,90,52,78,65,81,46,59,56,173
11842,C. Cowell,"ST, LM, RM",64,80,1500000.0,500.0,17,182,2021.0,4,84,62,72,63,50,60,54,31,62,83,85,76,60,73,68,54,82,62,45,182
6283,Z. Aboukhlal,"RW, LW, ST",69,79,3100000.0,5000.0,21,179,2023.0,3,84,67,58,68,48,63,54,52,68,87,81,85,61,76,71,42,59,60,62,179
5755,J. Thiaré,ST,69,69,1400000.0,6000.0,28,180,2023.0,1,84,68,67,70,61,62,61,30,69,82,85,87,64,78,69,80,72,71,67,180
191,Gabriel Jesus,ST,83,87,52500000.0,150000.0,24,175,2023.0,3,84,81,73,84,77,77,77,54,86,87,82,91,86,87,82,79,69,87,75,175
1091,M. Terrier,"ST, LW",77,81,15500000.0,42000.0,24,184,2025.0,3,84,77,66,78,69,78,68,58,77,83,84,73,76,68,78,72,68,79,66,184
538,Ai Kesen,ST,79,79,15000000.0,32000.0,31,180,2023.0,4,84,80,79,80,72,75,76,80,79,87,81,83,75,90,86,83,82,77,85,180
3329,Aitor García,"LM, ST, RM",72,72,2500000.0,8000.0,27,173,2023.0,4,84,71,63,68,43,67,64,65,71,82,86,82,69,82,78,73,60,68,59,173
15691,R. Korboa,"RW, LW, ST",60,63,325000.0,2000.0,24,178,2022.0,3,84,54,56,54,42,53,50,52,59,83,84,81,54,75,57,50,57,56,52,178
9167,B. Enobakhare,"CAM, ST, RW",66,73,1700000.0,6000.0,23,179,2023.0,3,84,57,65,58,51,62,52,38,73,86,82,89,56,77,64,56,73,57,56,179
891,A Lan,"ST, LW, LM",77,77,9000000.0,27000.0,31,178,2023.0,3,84,75,72,79,76,68,76,72,79,84,84,88,75,75,74,82,75,78,76,178
6315,P. Mukairu,"LW, RW, ST",69,78,3100000.0,7000.0,21,182,2024.0,4,84,68,64,69,44,66,61,45,68,81,87,78,68,63,71,67,67,61,64,182
8524,M. Juwara,ST,67,85,2700000.0,3000.0,19,170,2024.0,3,84,65,51,69,55,67,48,32,69,82,85,75,70,71,64,55,43,67,61,170
10155,M. Lorenzen,"LW, ST",65,66,850000.0,950.0,26,188,2021.0,2,84,64,66,65,48,58,53,48,66,82,86,60,57,55,73,64,77,58,64,188
14625,T. Shade,"RM, ST",61,75,800000.0,10000.0,21,183,2022.0,3,84,55,61,55,56,55,53,49,61,85,84,83,54,69,57,68,59,57,52,183
305,A. Delort,ST,81,81,25500000.0,49000.0,29,181,2024.0,3,84,82,85,82,84,75,83,71,74,81,87,73,78,74,89,85,87,83,75,181
3512,Á. González,"RW, ST, RM",72,72,2500000.0,11000.0,27,169,2022.0,3,84,69,65,71,46,68,44,38,70,85,84,79,71,78,75,57,63,72,52,169
346,J. Correa,"CF, ST, CAM",81,82,31000000.0,76000.0,26,189,2022.0,4,84,75,69,77,68,81,75,63,86,81,87,83,80,67,79,63,74,79,57,189
11621,K. McAllister,"RM, ST",64,72,1300000.0,2000.0,22,175,2022.0,3,84,63,59,58,42,59,51,65,64,86,83,78,56,75,72,46,60,58,60,175
6616,A. Schalk,"LW, ST",68,68,1200000.0,9000.0,28,171,2022.0,4,84,69,67,73,57,60,64,57,67,83,85,76,64,86,70,73,65,69,65,171
15715,K. Sène,"RM, ST",60,76,650000.0,2000.0,20,180,2022.0,3,84,57,46,60,40,51,43,39,62,85,84,75,40,66,72,47,50,62,51,180
10713,J. Maroof,"RM, ST",65,65,700000.0,500.0,29,175,2023.0,2,84,64,61,67,53,57,65,35,65,84,84,68,62,72,66,58,65,68,55,175
855,M. Greenwood,"RM, ST",78,89,30500000.0,56000.0,19,181,2025.0,5,84,78,68,77,65,76,68,65,78,83,84,81,77,76,83,67,69,79,67,181
4210,O. Çağlayan,"RM, ST, LM",71,73,2400000.0,30000.0,25,188,2024.0,3,84,66,66,68,64,69,62,64,74,85,83,81,65,70,67,67,72,66,62,188
14496,D. Green,"LM, RM, ST",61,64,450000.0,3000.0,24,181,2022.0,3,84,55,45,55,46,55,53,33,61,84,84,80,55,76,56,45,42,59,48,181
11654,H. Mahou,"ST, RM",64,71,1200000.0,3000.0,21,179,2024.0,3,84,63,55,65,49,65,57,50,66,83,85,71,57,83,67,53,59,61,64,179
7778,E. Berko,"ST, RM, LM",67,68,1200000.0,6000.0,26,181,2022.0,3,84,64,66,66,52,67,58,42,67,86,82,76,66,74,66,70,69,68,56,181
93,L. Martínez,ST,85,89,78000000.0,145000.0,23,174,2023.0,4,84,81,84,85,87,78,88,43,85,86,83,86,89,89,80,88,84,86,74,174
1011,J. Larsson,ST,77,84,21500000.0,50000.0,24,175,2023.0,3,84,78,72,78,64,80,73,73,78,85,84,82,75,77,80,73,69,76,65,175
256,Diogo Jota,"LW, ST",82,87,46000000.0,120000.0,24,178,2025.0,5,84,81,77,84,77,75,78,58,85,88,81,87,84,86,84,76,71,85,63,178
10576,Chris Ramos,"LM, ST, RM",65,71,1100000.0,2000.0,24,193,2024.0,3,84,62,65,61,66,60,62,35,65,79,88,68,61,47,65,77,77,60,65,193
7332,J. Leweling,"RW, LW, ST",68,82,2900000.0,8000.0,20,184,2024.0,3,84,59,68,62,52,65,56,43,71,85,83,77,63,76,61,61,73,59,55,184
10236,S. Kashket,"ST, RW",65,68,950000.0,3000.0,25,175,2022.0,3,84,65,56,68,55,57,58,29,64,85,84,91,62,84,66,65,54,62,57,175
14657,E. Taha,ST,61,70,750000.0,2000.0,22,174,2023.0,3,84,57,56,59,57,61,49,35,61,79,88,68,53,76,58,55,59,58,65,174
12594,B. Hanlan,ST,63,69,775000.0,2000.0,24,182,2024.0,3,84,62,71,61,57,54,58,40,60,83,84,74,59,77,67,72,77,61,62,182
15866,Valdir,ST,60,68,550000.0,2000.0,23,175,2023.0,3,84,59,48,63,55,49,53,32,62,82,85,74,55,76,59,56,40,59,58,175
272,A. Isak,ST,82,86,45000000.0,37000.0,21,192,2026.0,5,84,82,69,83,77,79,83,57,82,82,85,79,81,66,84,71,75,86,75,192
6859,Wei Shihao,"ST, CAM, LW",68,71,1600000.0,10000.0,26,178,2023.0,3,84,69,63,70,67,65,61,68,63,86,82,81,67,63,72,67,57,59,58,178
5456,E. Wahi,"ST, LM",70,81,3400000.0,6000.0,18,184,2025.0,4,84,68,64,69,58,66,63,58,74,86,83,78,63,68,71,77,69,68,64,184
4570,A. Adli,ST,71,83,4600000.0,23000.0,21,174,2026.0,3,84,72,52,75,63,70,58,52,74,85,84,76,64,80,75,41,53,70,68,174
1703,L. Janson,"LW, ST",75,75,6000000.0,16000.0,26,169,2023.0,3,84,73,63,75,72,71,68,49,76,86,83,89,67,91,69,88,58,77,64,169
1432,M. Barrow,"CAM, ST",76,83,15000000.0,37000.0,22,183,2022.0,4,84,74,63,76,63,73,60,56,78,83,85,78,77,57,74,53,68,78,58,183
9609,Berto,"LM, ST",66,75,1900000.0,3000.0,23,172,2022.0,3,84,65,50,69,27,64,63,63,63,82,86,82,56,81,63,51,46,63,65,172
2724,C. Auzqui,"ST, RM, CAM",73,73,3000000.0,14000.0,30,180,2021.0,3,84,71,82,71,74,67,73,57,69,81,86,78,72,69,78,83,80,69,59,180
14204,J. Schuler,ST,62,71,900000.0,950.0,22,190,2024.0,3,84,59,67,61,68,52,56,28,58,82,86,54,62,47,61,66,74,56,59,190
10946,J. Boyamba,"CF, RM, ST",65,70,1100000.0,1000.0,24,172,2022.0,4,84,61,54,67,38,62,52,43,66,86,82,83,60,91,59,57,53,64,54,172
8384,Cho Jae Wan,"LW, ST",67,68,1200000.0,3000.0,25,174,2022.0,2,84,64,68,66,61,60,44,35,67,82,86,83,65,78,66,63,64,66,63,174
1460,D. Núñez,ST,76,85,17000000.0,13000.0,22,187,2025.0,3,84,75,84,75,73,74,67,61,75,85,83,77,78,54,83,73,86,74,74,187
13120,P. Steinwender,"RM, CAM, ST",63,66,650000.0,550.0,24,181,2023.0,3,84,63,52,63,56,58,63,43,66,85,84,71,55,73,70,47,56,52,62,181
16493,J. Malcolm,ST,59,77,575000.0,3000.0,18,180,2022.0,3,84,58,64,60,53,40,52,29,53,83,85,65,48,66,66,70,69,55,60,180
13804,A. Ammitzbøll,ST,62,72,900000.0,3000.0,22,187,2024.0,2,84,58,62,62,54,52,45,31,62,76,90,70,58,54,58,75,72,62,48,187
14021,F. Mina,"RM, LM, ST",62,68,650000.0,500.0,22,175,2021.0,3,84,49,53,50,40,59,30,36,56,85,84,71,61,74,52,55,50,57,48,175
11447,J. Hylton,"LW, ST, LM",64,64,575000.0,4000.0,29,178,2022.0,4,84,58,53,61,52,61,49,34,63,83,84,76,58,66,53,62,57,57,55,178
11397,B. Śpiączka,ST,64,64,575000.0,1000.0,29,184,2023.0,3,84,62,70,64,59,63,60,31,62,85,84,83,57,69,63,83,68,59,66,184
2683,A. Hurtado,"LW, ST, RW",73,73,1400000.0,16000.0,34,172,2022.0,4,84,71,69,69,68,68,74,61,73,83,85,80,70,73,74,78,72,74,67,172
2216,D. Verde,"RW, LW, ST",74,77,5500000.0,17000.0,25,168,2022.0,3,84,73,47,68,46,65,60,77,78,84,84,89,72,92,85,38,33,70,71,168
1518,R. Alessandrini,"ST, RM",75,75,4600000.0,16000.0,32,173,2021.0,4,84,78,67,75,53,72,75,76,78,82,85,85,76,81,83,61,63,77,73,173
1610,G. Caprari,"CF, ST",75,75,6000000.0,21000.0,27,176,2022.0,3,84,70,49,70,47,74,66,75,79,89,80,91,69,89,73,34,51,70,54,176
16656,T. Allen,"RW, ST",58,69,450000.0,3000.0,21,178,2022.0,3,84,54,49,55,47,53,44,43,55,83,84,74,51,75,56,57,44,56,49,178
13318,B. Makouana,"RM, ST",63,77,1100000.0,2000.0,18,181,2025.0,3,84,61,49,62,42,56,61,43,67,84,84,72,57,74,67,67,47,59,60,181
17095,A. Al Yami,"ST, LM",57,64,325000.0,6000.0,24,172,2023.0,4,84,56,53,57,53,49,49,39,57,83,84,65,51,71,56,59,59,53,50,172
5156,D. Vanzeir,"ST, RW",70,75,2400000.0,9000.0,23,175,2024.0,3,84,71,67,71,66,70,74,59,70,86,82,76,64,74,74,85,68,66,71,175
7041,J. Quiñones,"RM, ST, CAM",68,72,1700000.0,15000.0,24,177,2022.0,3,84,64,65,68,65,67,45,42,66,85,84,79,66,62,65,66,74,69,60,177
1345,C. Adams,ST,76,81,11500000.0,46000.0,24,178,2024.0,3,84,77,77,76,63,70,70,59,75,83,84,78,74,74,86,76,79,77,69,178
1384,D. Lukébakio,"RM, ST",76,81,11500000.0,35000.0,23,187,2022.0,3,84,75,60,74,56,73,66,65,79,82,85,76,76,70,83,68,68,75,69,187
17035,T. Olusanya,"ST, LM",57,66,375000.0,4000.0,23,176,2023.0,3,84,53,41,60,46,47,44,34,58,82,85,74,56,68,52,48,45,56,49,176
7180,A. Semenyo,"RM, RW, ST",68,78,2700000.0,10000.0,21,180,2023.0,4,84,62,73,63,56,63,40,30,68,82,86,75,64,68,68,69,79,63,51,180
2617,Jairo,"LM, RM, ST",73,73,3200000.0,9000.0,27,173,2022.0,4,84,63,56,63,46,71,60,60,71,84,84,86,70,86,65,74,53,72,72,173
1794,Hwang Hee Chan,ST,75,78,7500000.0,58000.0,25,177,2022.0,4,84,75,68,78,61,74,75,44,76,91,79,91,75,71,74,83,67,77,72,177
12835,A. Benedyczak,ST,63,77,1200000.0,5000.0,20,191,2025.0,3,84,57,71,60,64,58,49,25,62,84,84,56,56,55,59,71,78,64,57,191
2177,N. Orsini,ST,74,75,5000000.0,16000.0,26,191,2024.0,3,84,73,75,75,76,65,64,33,71,83,85,70,73,81,77,75,82,74,71,191
1339,P. Olayinka,"LM, RM, ST",76,78,9500000.0,1000.0,25,188,2023.0,3,84,69,78,70,77,70,66,64,76,84,84,80,77,69,71,76,74,74,65,188
5686,N. Dicko,ST,69,69,1400000.0,8000.0,29,173,2022.0,3,84,66,72,70,56,65,63,51,67,83,84,79,67,81,68,68,80,70,66,173
9890,P. Huspek,"RM, RW, ST",65,65,700000.0,6000.0,30,172,2022.0,4,85,61,60,62,41,64,57,50,64,87,83,90,52,83,65,89,54,55,58,172
2636,Rafael Silva,"ST, LW, RW",73,73,3000000.0,12000.0,29,179,2025.0,3,85,73,69,77,65,72,64,47,74,82,88,71,62,70,71,66,71,74,71,179
12357,B. Ibini,"ST, RM",63,63,500000.0,2000.0,28,190,2022.0,4,85,61,60,59,50,62,59,42,62,86,84,82,58,48,67,32,82,59,58,190
177,Á. Correa,"ST, RM",83,86,48000000.0,80000.0,26,171,2024.0,4,85,83,74,85,69,82,80,65,87,86,85,90,84,87,83,49,71,84,55,171
3264,B. Raman,"ST, RM, LM",72,75,3100000.0,18000.0,26,172,2024.0,4,85,73,61,72,64,69,73,67,72,89,81,90,75,85,76,71,46,72,65,172
11387,D. Oberlin,"ST, RM, LM",64,69,900000.0,4000.0,23,182,2024.0,3,85,62,58,63,58,63,64,45,67,85,85,78,52,65,63,62,63,62,52,182
13002,M. Mawa,"ST, LW",63,66,675000.0,1000.0,24,185,2024.0,2,85,61,72,62,54,56,53,35,63,84,85,73,59,63,62,74,77,62,62,185
0,L. Messi,"RW, ST, CF",93,93,78000000.0,320000.0,34,170,2023.0,4,85,92,65,95,70,91,88,94,96,91,80,91,94,95,86,68,69,93,75,170
5507,K. Barbarouses,"ST, RW",69,69,1200000.0,6000.0,31,171,2022.0,3,85,69,71,71,51,67,69,42,69,84,85,93,70,72,69,63,67,73,57,171
848,J. David,ST,78,86,32000000.0,31000.0,21,177,2025.0,5,85,76,70,80,72,78,71,48,78,83,87,77,74,71,75,86,75,80,75,177
3093,S. Rahimi,"LM, ST",73,76,4000000.0,1000.0,25,181,2025.0,4,85,74,64,76,61,72,73,66,67,87,84,75,65,76,70,65,62,73,67,181
2685,G. Zardes,ST,73,73,3000000.0,9000.0,29,188,2021.0,5,85,71,79,73,66,60,68,30,67,81,88,76,70,50,77,86,79,80,68,188
5141,D. Okereke,"ST, RW, LW",70,76,2500000.0,13000.0,23,181,2022.0,4,85,67,66,73,68,68,56,31,70,84,85,82,69,68,68,91,69,67,62,181
788,K. Toko Ekambi,"LW, ST",78,78,14000000.0,68000.0,28,185,2024.0,4,85,78,70,79,74,74,75,63,76,83,87,78,79,73,81,71,76,81,72,185
780,O. Watkins,ST,78,83,21000000.0,67000.0,25,180,2025.0,4,85,75,71,80,81,70,64,56,76,79,89,79,77,73,75,92,76,79,60,180
6026,C. Monschein,ST,69,69,1400000.0,14000.0,28,178,2024.0,3,85,68,69,71,62,57,62,32,68,82,88,79,68,74,68,72,66,72,69,178
13077,S. Jasper,"LM, ST",63,78,1200000.0,8000.0,20,172,2021.0,4,85,60,50,61,43,57,56,53,62,84,85,80,48,80,59,49,53,60,58,172
1769,F. Kamano,"LW, LM, ST",75,78,7500000.0,43000.0,25,175,2024.0,4,85,73,61,73,49,70,67,68,75,86,85,79,72,75,74,54,59,74,67,175
6169,R. Ibarra,"RM, ST",69,70,1600000.0,9000.0,26,176,2024.0,4,85,62,67,64,62,70,54,59,64,81,89,86,56,71,65,57,72,62,68,176
3614,E. Mor,"RM, ST, RW",72,78,3700000.0,14000.0,23,169,2022.0,3,85,67,47,68,46,65,69,38,75,87,84,91,66,89,66,64,31,69,49,169
10324,Danilo Sacrio,ST,65,65,725000.0,5000.0,29,176,2024.0,3,85,64,56,66,60,52,68,46,64,82,87,89,61,75,70,80,61,57,58,176
5199,A. Onaiwu,ST,70,74,2200000.0,5000.0,25,180,2024.0,3,85,70,71,71,64,63,64,39,68,86,85,65,66,63,72,88,74,72,60,180
15001,N. Ohio,ST,61,79,825000.0,1000.0,18,183,2023.0,3,85,61,59,64,57,51,49,42,58,82,88,68,48,66,66,63,74,55,50,183
17223,H. Koide,"RM, ST",57,74,425000.0,2000.0,20,181,2022.0,4,85,48,48,48,34,54,41,42,58,88,82,77,48,72,52,59,47,47,57,181
5254,J. Ferreira,"CAM, ST, CM",70,82,3800000.0,4000.0,20,173,2023.0,4,85,69,64,72,64,68,60,29,69,84,85,82,68,86,69,75,56,75,65,173
10390,C. Timite,"ST, RM, RW",65,69,1000000.0,2000.0,23,177,2022.0,3,85,60,66,59,61,59,54,40,68,88,83,80,62,76,74,75,71,62,56,177
15279,Kachi,"LW, ST",60,66,400000.0,950.0,24,182,2022.0,3,85,56,63,58,54,52,37,28,61,85,85,73,57,73,59,64,73,57,61,182
3916,Y. Salibur,"RM, ST",71,71,1800000.0,10000.0,30,177,2022.0,4,85,68,63,65,58,67,62,73,71,87,83,81,66,74,73,80,69,67,65,177
7101,Y. Segawa,"LM, ST",68,68,1300000.0,5000.0,27,170,2022.0,3,85,68,58,68,59,62,68,42,66,87,84,83,62,79,69,72,62,68,57,170
6064,Y. Gomis,"ST, RM",69,69,1400000.0,6000.0,29,180,2023.0,3,85,68,71,67,66,59,61,38,69,86,84,82,64,66,69,50,81,71,77,180
6932,Jorge Ortiz,"LM, RM, ST",68,68,1200000.0,1000.0,29,175,2022.0,3,85,66,62,68,51,66,51,66,65,87,84,82,55,63,70,59,61,63,63,175
645,M. Kean,ST,79,87,39500000.0,69000.0,21,182,2023.0,3,85,77,75,81,76,68,72,44,76,84,85,75,74,79,84,76,85,81,65,182
651,Matheus Cunha,"CAM, LM, ST",79,86,35500000.0,48000.0,22,183,2026.0,4,85,78,69,78,64,76,75,64,83,84,86,85,78,78,77,74,66,79,74,183
655,C. Gakpo,"LM, ST",79,85,28000000.0,19000.0,22,189,2025.0,4,85,78,72,79,60,74,72,73,80,84,86,80,74,74,83,74,76,77,63,189
9439,Brugui,"LM, RM, ST",66,72,1400000.0,7000.0,24,174,2022.0,3,85,59,63,59,58,62,52,57,64,86,84,88,63,72,59,68,64,63,61,174
1582,Dani Rodríguez,"CAM, LM, ST",75,75,3500000.0,24000.0,33,178,2023.0,3,85,75,69,78,56,76,46,78,76,79,89,66,72,69,72,66,69,70,76,178
3390,K. Junker,ST,72,73,2700000.0,11000.0,27,186,2022.0,3,85,71,70,76,64,61,67,36,70,84,86,72,68,54,70,84,76,76,66,186
14732,E. Joseph,"LM, ST",61,73,800000.0,950.0,21,177,2024.0,3,85,56,49,62,47,53,49,41,65,86,84,79,42,72,60,47,56,50,60,177
6087,M. Bundu,"RW, ST, RM",69,73,2000000.0,10000.0,24,188,2022.0,4,85,63,65,63,52,67,55,56,67,83,86,73,61,69,69,71,71,65,51,188
7237,G. Laura,"ST, RM",68,71,1600000.0,4000.0,25,178,2023.0,3,85,65,77,66,62,56,57,50,64,80,89,75,67,71,68,69,83,69,64,178
8299,M. Dauda,"ST, LW, CF",67,72,1600000.0,7000.0,23,176,2022.0,3,85,65,60,66,62,61,66,46,70,83,86,82,63,73,67,81,61,63,62,176
2167,K. Billiat,"CF, RW, ST",74,74,4100000.0,1000.0,30,170,2023.0,4,85,73,64,73,64,69,68,71,73,82,87,78,68,80,80,74,65,71,76,170
14240,Jung Sang Bin,ST,62,80,1000000.0,850.0,19,175,2022.0,3,85,58,61,61,54,58,52,51,60,84,85,82,59,73,56,60,60,65,51,175
10067,R. Nagai,"ST, RW",65,65,700000.0,3000.0,30,180,2022.0,4,85,62,66,66,61,57,67,62,63,84,86,72,59,64,61,80,71,65,65,180
14411,T. Ricketts,ST,61,61,210000.0,2000.0,33,180,2021.0,1,85,60,59,61,66,53,56,21,52,83,86,67,52,57,67,92,71,60,46,180
2825,J. Bruun Larsen,"LM, LW, ST",73,80,6000000.0,23000.0,22,183,2024.0,4,85,69,67,72,58,72,62,70,74,83,87,75,72,68,76,75,71,73,44,183
4237,N. Fernández,"ST, LW, RW",71,76,2800000.0,10000.0,25,165,2023.0,5,85,70,58,73,69,64,65,47,70,89,82,85,73,87,66,85,47,74,67,165
